# Topologies for the library: topology_mining_and_Longxing_chip_4
# Author: Hugh Haddox
# Index: topology_mining_and_Longxing_chip_4.index.csv
library,name,topology
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-35-745_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_3a1b_00_0007_0001_0001,3a1b
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B04centroidD_C_A_B-51-0p40_0001,2a3b
topology_mining_and_Longxing_chip_4,des_singl_2a2b-Nterm03c-43-C1431_0005,2a2b
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_07_0004_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,heeh1575_20171117143351,HEEH
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B049D_B_C_A-34-0p40_0001,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_1a4b-045-41-246_0002,1a4b
topology_mining_and_Longxing_chip_4,run3210_20171111055216,EHEE
topology_mining_and_Longxing_chip_4,run4177_20171111011554,EHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs4A0B000B_A_C_D-58-0pc80_0001,4h
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_079_0043_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004C_B_A_F_E_D-49-1pc40_0001,0a6b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_04_0197_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004C_B_A_F_E_D-50-0pc40_0001,0a6b
topology_mining_and_Longxing_chip_4,heeh461_20171130052937,HEEH
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_01_0338_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A4B03centroidD_B_A_E_C-50-3o40_0001,1a4b
topology_mining_and_Longxing_chip_4,heeh4280_20171112010127,HEEH
topology_mining_and_Longxing_chip_4,des__f_singl_3a0b_07_0279_0001_0002,HHH
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B01alternateB_C_A-31-1pcp_0001,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_1a4b-045-41-301_0002,1a4b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_149_0178_0001_0001,2a3b
topology_mining_and_Longxing_chip_4,des_singl_1a3b-Nterm04c-39-C333_0004,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs5A0B001C_B_D_A-52-0pcp40_0001,5a0b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_112_0411_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,run242_20171124042123,EEHEE
topology_mining_and_Longxing_chip_4,run530_20171112055806,EHEE
topology_mining_and_Longxing_chip_4,run67_20171123211041,EEHEE
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_03_0089_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A2B046B_C_A-32-3o80_0001,1a2b
topology_mining_and_Longxing_chip_4,heeh2424_20171202083435,HEEH
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-33-661_0005,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs2A2B080D_A_B_C-44-4o40_0001,2a2b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112B_A_C_D-34-0pcp60_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles0A6B01centroidC_B_A_D_E-56-4p80_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112C_D_B_A-36-0pc_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_2a4b_00_0251_0001_0003,2a4b
topology_mining_and_Longxing_chip_4,run3410_20171124073829,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_109_0344_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,run3863_20171122222642,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B07centroidA_B_C_D_E-43-3pcp80_0001,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B07alternateA_B_C_D_E-42-0o_0001,2a3b
topology_mining_and_Longxing_chip_4,run4483_20171123184213,EEHEE
topology_mining_and_Longxing_chip_4,des_singl_1a3b-Nterm01ca-35-C221_0003,1a3b
topology_mining_and_Longxing_chip_4,run2765_20171108122911,EHEE
topology_mining_and_Longxing_chip_4,run4028_20171123021528,EEHEE
topology_mining_and_Longxing_chip_4,heeh3639_20171128121113,HEEH
topology_mining_and_Longxing_chip_4,run1571_20171122133417,EEHEE
topology_mining_and_Longxing_chip_4,run252_20171123232716,EEHEE
topology_mining_and_Longxing_chip_4,run200_20171111140947,EHEE
topology_mining_and_Longxing_chip_4,run345_20171125051838,EEHEE
topology_mining_and_Longxing_chip_4,run3998_20171107012410,EHEE
topology_mining_and_Longxing_chip_4,run4323_20171123043628,EEHEE
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_06_0319_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a4b_02_0186_0001_0003,1a4b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112B_A_C_D-31-4o40_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B013C_D_E_F_A_B-53-4o_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B016B_A_C_D-39-2p60_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A2B015B_C_A-35-2pcp40_0001,1a2b
topology_mining_and_Longxing_chip_4,run1112_20171108230027,EHEE
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B13centroidA_B_E_C_D-55-0o_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0422_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A4B087A_C_D_E_B-51-0pcp60_0001,1a4b
topology_mining_and_Longxing_chip_4,run2708_20171110124449,EHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A4B037B_A_C_E_D-44-2o_0001,1a4b
topology_mining_and_Longxing_chip_4,heeh1068_20171130160942,HEEH
topology_mining_and_Longxing_chip_4,relaxed_singles1A4B03centroidD_B_A_E_C-50-4o_0001,1a4b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_109_0073_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B02alternateD_C_B_A-36-0p80_0001,1a3b
topology_mining_and_Longxing_chip_4,run3548_20171124020209,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs2A2B080D_A_B_C-43-0o40_0001,2a2b
topology_mining_and_Longxing_chip_4,run2222_20171125023341,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004C_B_A_F_E_D-44-0pc60_0001,0a6b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_064_0003_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles2A4B00alternateB_C_D_A-50-1pc60_0001,2a4b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_112_0192_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_00_0469_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,run4594_20171110154358,EHEE
topology_mining_and_Longxing_chip_4,relaxed_singles1A4B02centroidA_B_C_D_E-53-3o40_0001,1a4b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B003C_B_D_A-32-0o80_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles0A6B01centroidC_B_A_D_E-49-3pc40_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B07alternateA_B_D_C-34-1p80_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_128_0170_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B07centroidC_A_B_D-41-0pcp60_0001,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-35-287_0004,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_04_0025_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,run2355_20171107031452,EHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_045_0509_0001_0003,1a4b
topology_mining_and_Longxing_chip_4,run198_20171111154418,EHEE
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B03centroidA_B_C-37-2p40_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs2A3B000A_B_E_C_D-44-2pcp40_0001,2a3b
topology_mining_and_Longxing_chip_4,des_singl_2a2b-Nterm03c-42-C1433_0002,2a2b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B01alternateA_B_C-33-3pcp40_0001,1a3b
topology_mining_and_Longxing_chip_4,heeh209_20171127161105,HEEH
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_00_0473_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_11_0327_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_13_0183_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B016D_C_A_B-34-1pc80_0001,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_1a2b-205-33-612_0001,1a2b
topology_mining_and_Longxing_chip_4,relaxed_singles0A6B00centroidA_B_E_D_C-54-0pcp40_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A2B029C_A_B-34-1p60_0001,1a2b
topology_mining_and_Longxing_chip_4,run831_20171125115000,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_2a2b_063_0260_0001_0002,2a2b
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_04_0260_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,heeh3604_20171115193828,HEEH
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B147A_B_C-36-0pc_0001,HHH
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_11_0361_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B060B_A_C_F_E_D-46-3pc80_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_pairs2A3B067D_B_C_E_A-51-1o80_0001,2a3b
topology_mining_and_Longxing_chip_4,run4430_20171123021716,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112A_B_D_C-38-3p_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_079_0413_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,heeh4596_20171112132410,HEEH
topology_mining_and_Longxing_chip_4,heeh74_20171116075931,HEEH
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B055A_B_D_C-39-3p60_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a2b_063_0237_0001_0002,2a2b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112C_D_B_A-32-1pcp_0001,1a3b
topology_mining_and_Longxing_chip_4,run4006_20171125064057,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B018C_B_D_A-35-0pcp60_0001,1a3b
topology_mining_and_Longxing_chip_4,run2656_20171106121000,EHEE
topology_mining_and_Longxing_chip_4,run3214_20171125032941,EEHEE
topology_mining_and_Longxing_chip_4,run4532_20171114104218,EHEE
topology_mining_and_Longxing_chip_4,run3025_20171123033217,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_042_0317_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B027A_B_C-45-0pcp_0001,HHH
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_04_0025_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B02centroidC_D_A_B-40-1o40_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A4B087A_C_D_E_B-47-3p80_0001,1a4b
topology_mining_and_Longxing_chip_4,des_singl_1a3b-Nterm12c-31-B139_0004,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B060B_A_C_F_E_D-49-2o60_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112B_A_C_D-34-0o80_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B02centroidD_C_B_A-38-1pc60_0001,1a3b
topology_mining_and_Longxing_chip_4,run4128_20171125045412,EEHEE
topology_mining_and_Longxing_chip_4,run3132_20171123054135,EEHEE
topology_mining_and_Longxing_chip_4,run3100_20171122180708,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_singles0A6B01centroidC_B_A_D_E-54-2pcp40_0001,0a6b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B013C_B_A_F_E_D-51-1p40_0001,0a6b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0284_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_045_0123_0001_0003,1a4b
topology_mining_and_Longxing_chip_4,heeh1528_20171112010243,HEEH
topology_mining_and_Longxing_chip_4,run3324_20171124032841,EEHEE
topology_mining_and_Longxing_chip_4,heeh792_20171112042605,HEEH
topology_mining_and_Longxing_chip_4,run187_20171107182610,EHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_039_0153_0001_0003,1a4b
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_09_0131_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a4b_02_0212_0001_0003,1a4b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_13_0104_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004C_D_E_F_A_B-54-0pc80_0001,0a6b
topology_mining_and_Longxing_chip_4,des__f_singl_3a0b_07_0361_0001_0002,HHH
topology_mining_and_Longxing_chip_4,run2503_20171123050537,EEHEE
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_04_0427_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,run3928_20171109231313,EHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0087_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_1a4b-045-40-404_0004,1a4b
topology_mining_and_Longxing_chip_4,run4452_20171123041915,EEHEE
topology_mining_and_Longxing_chip_4,run4749_20171124021503,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B150D_B_C_A-32-1o80_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_055_0497_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_3a0b-027-40-735_0003,HHH
topology_mining_and_Longxing_chip_4,run125_20171123105619,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_045_0193_0001_0001,1a4b
topology_mining_and_Longxing_chip_4,run1907_20171105211932,EHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_112_0204_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004C_D_E_F_A_B-52-4pcp80_0001,0a6b
topology_mining_and_Longxing_chip_4,run3337_20171110125130,EHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B112C_D_B_A-30-1pcp40_0001,1a3b
topology_mining_and_Longxing_chip_4,des_singl_2a2b-Nterm02c-39-C1312_0003,2a2b
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B13centroidD_C_E_B_A-50-0o_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0479_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles3A1B00centroidA_B_C_D-45-2o_0001,3a1b
topology_mining_and_Longxing_chip_4,run4657_20171123020624,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B267C_D_A_B-33-1pc40_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_040_0031_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B031A_B_C-37-1o80_0001,HHH
topology_mining_and_Longxing_chip_4,heeh4273_20171130212451,HEEH
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_109_0503_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des_singl_3a0b-Nterm11c-36-B258_0004,HHH
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B07alternateD_E_B_C_A-41-0o40_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_singl_2a4b_00_0161_0001_0002,2a4b
topology_mining_and_Longxing_chip_4,des__f_singl_2a4b_00_0169_0001_0002,2a4b
topology_mining_and_Longxing_chip_4,run4473_20171124074415,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B010B_C_A-42-3o60_0001,HHH
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-35-458_0004,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_04_0437_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B02alternateA_B_C_D-32-0o80_0001,1a3b
topology_mining_and_Longxing_chip_4,heeh3536_20171116153440,HEEH
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B013A_C_B-35-0o40_0001,HHH
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_05_0505_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_00_0083_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_13_0097_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,run271_20171125071430,EEHEE
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_01_0181_0001_0001,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B07centroidD_C_A_B-37-4pcp40_0001,1a3b
topology_mining_and_Longxing_chip_4,run1590_20171106112741,EHEE
topology_mining_and_Longxing_chip_4,heeh43_20171130032555,HEEH
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_01_0189_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B005C_B_A-35-1o60_0001,HHH
topology_mining_and_Longxing_chip_4,relaxed_pairs2A3B067D_B_C_E_A-53-1pc40_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_109_0336_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a2b_037_0237_0001_0003,2a2b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B049A_C_B_D-36-0o40_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_11_0382_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,run10_20171105220004,EHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B004C_A_B-32-4o40_0001,HHH
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_062_0386_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B01alternateA_B_C-33-0p_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a2b_022_0070_0001_0003,2a2b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_040_0380_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_060_0281_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,run3420_20171123054543,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_singles1A4B00centroidA_B_C_D-44-2pcp60_0001,1a4b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_02_0160_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,run4598_20171125055050,EEHEE
topology_mining_and_Longxing_chip_4,run1597_20171105204440,EHEE
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_01_0007_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B13alternateA_B_E_C_D-55-2o_0001,2a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A2B051B_C_A-28-2pc40_0001,1a2b
topology_mining_and_Longxing_chip_4,run3443_20171123194809,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B049D_B_C_A-35-3o80_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B013C_B_A_F_E_D-43-1p40_0001,0a6b
topology_mining_and_Longxing_chip_4,run853_20171122140906,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs2A3B065B_A_C_D_E-48-0o_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a2b_022_0456_0001_0001,2a2b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_045_0372_0001_0001,1a4b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_062_0341_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_042_0336_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,run1612_20171108040926,EHEE
topology_mining_and_Longxing_chip_4,heeh2654_20171113141450,HEEH
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B02centroidC_D_A_B-40-1pc_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A4B01centroidB_C_A-40-1o_0001,1a4b
topology_mining_and_Longxing_chip_4,relaxed_singles2A4B00alternateC_D_A_B-44-1o80_0001,2a4b
topology_mining_and_Longxing_chip_4,des__f_singl_1a4b_00_0026_0001_0002,1a4b
topology_mining_and_Longxing_chip_4,heeh1740_20171127203212,HEEH
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-35-278_0002,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B07alternateA_B_D_C-33-1o60_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B016C_D_B_A-36-0pc40_0001,1a3b
topology_mining_and_Longxing_chip_4,run405_20171125075517,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_062_0356_0001_0002,2a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B037B_C_A-39-0pcp60_0001,HHH
topology_mining_and_Longxing_chip_4,run698_20171110080837,EHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B013C_B_A_F_E_D-45-0p40_0001,0a6b
topology_mining_and_Longxing_chip_4,run4616_20171113020629,EHEE
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-35-698_0001,1a3b
topology_mining_and_Longxing_chip_4,heeh4371_20171130112121,HEEH
topology_mining_and_Longxing_chip_4,run3369_20171125030145,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_2a3b_149_0265_0001_0001,2a3b
topology_mining_and_Longxing_chip_4,run1616_20171124225908,EEHEE
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_05_0087_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_04_0392_0001_0003,2a3b
topology_mining_and_Longxing_chip_4,heeh1664_20171116105823,HEEH
topology_mining_and_Longxing_chip_4,run1748_20171123040932,EEHEE
topology_mining_and_Longxing_chip_4,run2465_20171125010931,EEHEE
topology_mining_and_Longxing_chip_4,run1519_20171111002647,EHEE
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_00_0350_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B060B_A_C_F_E_D-46-0o_0001,0a6b
topology_mining_and_Longxing_chip_4,des__f_pairs_3a0b_027_0175_0001_0002,HHH
topology_mining_and_Longxing_chip_4,relaxed_pairs1A3B109D_A_B_C-32-1pcp40_0001,1a3b
topology_mining_and_Longxing_chip_4,heeh4953_20171130112754,HEEH
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-34-165_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs2A3B060A_B_C_D_E-46-1pc60_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0365_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_006_0022_0001_0002,1a4b
topology_mining_and_Longxing_chip_4,run199_20171122212348,EEHEE
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_13_0500_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,heeh1819_20171201232946,HEEH
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_045_0148_0001_0002,1a4b
topology_mining_and_Longxing_chip_4,heeh605_20171113151302,HEEH
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B04centroidB_C_A-38-2pcp80_0001,1a3b
topology_mining_and_Longxing_chip_4,run863_20171123072524,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs4A0B000B_A_C_D-57-2pcp_0001,4h
topology_mining_and_Longxing_chip_4,des__f_singl_2a3b_03_0247_0001_0001,2a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004F_E_D_C_B_A-50-0o60_0001,0a6b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_055_0111_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B01centroidA_B_C-31-0pc60_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_2a2b_059_0313_0001_0003,2a2b
topology_mining_and_Longxing_chip_4,des__f_pairs_3a0b_147_0000_0001_0001,HHH
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_05_0198_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a3b_00_0230_0001_0002,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_040_0044_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs3A0B027A_B_C-44-1o40_0001,HHH
topology_mining_and_Longxing_chip_4,relaxed_pairs0A7B003E_G_B_A_C_D_F-61-1pcp60_0001,0a7b
topology_mining_and_Longxing_chip_4,run4948_20171108033751,EHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0312_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,des_pairs_1a4b-045-40-400_0005,1a4b
topology_mining_and_Longxing_chip_4,run186_20171125071531,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B07centroidB_D_C_A-38-0pc80_0001,1a3b
topology_mining_and_Longxing_chip_4,run3763_20171122215627,EEHEE
topology_mining_and_Longxing_chip_4,run2783_20171123062344,EEHEE
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_007_0176_0001_0003,1a3b
topology_mining_and_Longxing_chip_4,run2274_20171123031949,EEHEE
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B13alternateA_B_E_C_D-51-0pcp_0001,2a3b
topology_mining_and_Longxing_chip_4,des_singl_1a3b-Nterm12c-35-C888_0004,1a3b
topology_mining_and_Longxing_chip_4,des__f_singl_1a4b_02_0134_0001_0002,1a4b
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B13alternateA_B_E_C_D-52-0o80_0001,2a3b
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B060B_A_C_F_E_D-52-0o60_0001,0a6b
topology_mining_and_Longxing_chip_4,run4854_20171124011235,EEHEE
topology_mining_and_Longxing_chip_4,run4220_20171106051037,EHEE
topology_mining_and_Longxing_chip_4,relaxed_singles2A3B13centroidA_B_E_C_D-57-4o60_0001,2a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a3b_040_0279_0001_0001,1a3b
topology_mining_and_Longxing_chip_4,relaxed_singles1A3B00alternateA_B_C_D-35-1pcp40_0001,1a3b
topology_mining_and_Longxing_chip_4,des__f_pairs_1a4b_006_0195_0001_0001,1a4b
topology_mining_and_Longxing_chip_4,heeh3462_20171127225558,HEEH
topology_mining_and_Longxing_chip_4,des_pairs_1a3b-267-35-812_0001,1a3b
topology_mining_and_Longxing_chip_4,heeh3552_20171115030700,HEEH
topology_mining_and_Longxing_chip_4,run4470_20171124115355,EEHEE
topology_mining_and_Longxing_chip_4,run1938_20171109011511,EHEE
topology_mining_and_Longxing_chip_4,relaxed_pairs0A6B004C_B_A_F_E_D-44-0pc40_0001,0a6b
